id,name,city_orig,city,neighborhood,rating,rating_count,cost,,cuisine,,
552547,UP51 Family Restaurant And Dhaba,Basti,Basti,,--,Too Few Ratings,₹ 200,200,"North Indian,Mughlai",,
194689,Fish Word,Basti,Basti,,3.5,50+ ratings,₹ 200,200,"Biryani,Mughlai",,
194697,Dilli The Darbar,Basti,Basti,,3.3,100+ ratings,₹ 200,200,"Italian-American,North Indian",,
471233,Come N Eat,Basti,Basti,,3.8,20+ ratings,₹ 200,200,"Chinese,Fast Food",,
194688,Baker's Treat,Basti,Basti,,3.8,100+ ratings,₹ 80,80,"Bakery,Italian-American",,
420274,Pal Hotel,Basti,Basti,,3.4,50+ ratings,₹ 150,150,"North Indian,Indian",,
194713,Just For You Chattar Patter,Basti,Basti,,4.2,100+ ratings,₹ 200,200,"Chinese,North Indian",,
524969,Five Star Pizza 2.0,Basti,Basti,,2.5,20+ ratings,₹ 199,199,"Italian,Snacks",,
321719,House of Biryani,Basti,Basti,,3.3,50+ ratings,₹ 200,200,"Biryani,North Indian",,
373433,Dark In Side Cafe & Lounge Restaurant,Basti,Basti,,3.5,20+ ratings,₹ 200,200,"North Indian,Chinese",,
413105,Comrade Bakery,Basti,Basti,,--,Too Few Ratings,₹ 200,200,"Bakery,Desserts",,
534917,Pizza House,Basti,Basti,,--,Too Few Ratings,₹ 249,249,"Pizzas,Chinese",,
194691,Boon's Restaurant,Basti,Basti,,3.5,100+ ratings,₹ 200,200,"North Indian,Chinese",,
508484,Punjab Tandoori Chicken Corner,Basti,Basti,,--,Too Few Ratings,₹ 199,199,"North Indian,Biryani",,
536480,Sree Bala jee Restaurent,Basti,Basti,,4.2,50+ ratings,₹ 199,199,"Chinese,North Indian",,
365874,The Coffee House Sweets & Restaurant,Basti,Basti,,3.5,100+ ratings,₹ 150,150,"Chinese,Italian",,
194694,SS Pizza N Cafe,Basti,Basti,,3.3,50+ ratings,₹ 150,150,"Italian-American,Snacks",,
454628,Hari Om Dhaba,Basti,Basti,,3.8,20+ ratings,₹ 250,250,"Biryani,Mughlai",,
454041,Pizza Garam,Basti,Basti,,3.3,100+ ratings,₹ 150,150,"Italian-American,Beverages",,
194710,Break Point Family Restaurant,Basti,Basti,,2.2,20+ ratings,₹ 120,120,"North Indian,Chinese",,
557471,Lucknowi Zaika,Basti,Basti,,--,Too Few Ratings,₹ 249,249,"Indian,Snacks",,
534903,Royal Cafe & Pizza Hot,Basti,Basti,,--,Too Few Ratings,₹ 249,249,Italian,,
194696,JJ Pizza N Caffe,Basti,Basti,,3.1,100+ ratings,₹ 200,200,"Italian-American,Chinese",,
373811,China Twon,Basti,Basti,,--,Too Few Ratings,₹ 100,100,"Chinese,Desserts",,
536494,Foodie Restaurant,Basti,Basti,,--,Too Few Ratings,₹ 199,199,"North Indian,Chinese",,
514889,New Ram Balla Sweets & fast Food,Basti,Basti,,--,Too Few Ratings,₹ 199,199,"Chinese,South Indian",,
405616,The Juice Bar & Cafe,Basti,Basti,,--,Too Few Ratings,₹ 150,150,"Beverages,Italian-American",,
464472,ABC Biryani and Chicken Roll Corner,Basti,Basti,,3.8,20+ ratings,₹ 200,200,"Indian,American",,
547995,Family Pizza corner,Basti,Basti,,--,Too Few Ratings,₹ 249,249,"Pizzas,Chinese",,
194699,New Rama Sweets,Basti,Basti,,3.5,50+ ratings,₹ 200,200,"Sweets,Chinese",,
504368,Hungry Point,Batala,Batala,,3.9,50+ ratings,₹ 200,200,"Pizzas,American",,
168721,Pizza Country,Batala,Batala,,4.3,100+ ratings,₹ 200,200,Italian,,
474700,Bistro california,Batala,Batala,,3.9,50+ ratings,₹ 200,200,Pizzas,,
168370,Ralla Ram's(lakad mandi),Batala,Batala,,3.9,50+ ratings,₹ 300,300,"Sweets,Italian",,
480863,New Delux Sweets,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Fast Food,Sweets",,
533751,Veera Malai Chaap Corner,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"North Indian,Indian",,
500448,La Pino'z Pizza,Batala,Batala,,3.9,20+ ratings,₹ 300,300,Pizzas,,
551481,Roll Master,Batala,Batala,,--,Too Few Ratings,₹ 250,250,"Snacks,Fast Food",,
476949,MAHARAJA SWEETS,Batala,Batala,,4,50+ ratings,₹ 200,200,"Snacks,Sweets",,
507695,OKG LIVE KITCHEN,Batala,Batala,,3.9,50+ ratings,₹ 200,200,"North Indian,Chinese",,
504372,Xero Degrees,Batala,Batala,,--,Too Few Ratings,₹ 250,250,"Italian,Fast Food",,
545303,BURGREEN,Batala,Batala,,--,Too Few Ratings,₹ 300,300,"Italian-American,Fast Food",,
527046,Coco's,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Fast Food,Chinese",,
168727,Bell's Ice Cream Parlour,Batala,Batala,,--,Too Few Ratings,₹ 150,150,Desserts,,
397545,Burger Era,Batala,Batala,,3.7,100+ ratings,₹ 200,200,"Pizzas,Beverages",,
168374,First Bite,Batala,Batala,,3.3,20+ ratings,₹ 300,300,"North Indian,Chinese",,
554801,Burgrill The Win Win Burger,Batala,Batala,,--,Too Few Ratings,₹ 250,250,"Burgers,Healthy Food",,
473395,Crazy chicken,Batala,Batala,,4.1,20+ ratings,₹ 300,300,"Arabian,North Indian",,
506623,ASHIANA DESI RASOI,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Pizzas,Indian",,
516636,Sunny Vaishno Dhaba,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"North Indian,Snacks",,
502731,The Charcoal,Batala,Batala,,--,Too Few Ratings,₹ 300,300,"Tandoor,North Indian",,
473361,Hunger Jacks Batala,Batala,Batala,,2.3,20+ ratings,₹ 200,200,"Fast Food,North Indian",,
475356,CITY FOOD,Batala,Batala,,3.6,50+ ratings,₹ 200,200,North Indian,,
474537,Momo Mia,Batala,Batala,,3.8,20+ ratings,₹ 200,200,"Chinese,Snacks",,
400251,MUSCLEHOLICS,Batala,Batala,,3.8,20+ ratings,₹ 250,250,Healthy Food,,
248099,Aedypaul's Punjabi Daawat,Batala,Batala,,--,Too Few Ratings,₹ 150,150,"North Indian,Snacks",,
473262,ZAIKA FOOD,Batala,Batala,,--,Too Few Ratings,₹ 150,150,"North Indian,Tandoor",,
517704,Whole Meal Cafe,Batala,Batala,,--,Too Few Ratings,₹ 300,300,"North Indian,Italian-American",,
473272,ARYAN FAMILY RESTAURANT,Batala,Batala,,--,Too Few Ratings,₹ 150,150,"North Indian,Punjabi",,
171689,Domino's Pizza,Batala,Batala,,4,20+ ratings,₹ 400,400,Pizzas,,
172828,Salwan Bakers & Dairy,Batala,Batala,,--,Too Few Ratings,₹ 150,150,Bakery,,
473380,Biryani Darbar,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Biryani,Beverages",,
188953,Mr. Burger Hut,Batala,Batala,,3.9,20+ ratings,₹ 350,350,"Italian,Beverages",,
491420,Barista cafe,Batala,Batala,,--,Too Few Ratings,₹ 500,500,Bakery,,
533022,Chicago Pizza,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Pizzas,Beverages",,
231032,Mother's Mess,Batala,Batala,,--,Too Few Ratings,₹ 150,150,North Indian,,
550048,Hideout,Batala,Batala,,--,Too Few Ratings,₹ 100,100,"Fast Food,Snacks",,
188945,Sajan Special Naan,Batala,Batala,,3.2,50+ ratings,₹ 150,150,North Indian,,
168446,bunty naan wala,Batala,Batala,,--,Too Few Ratings,₹ 100,100,North Indian,,
168444,pind punjabi,Batala,Batala,,--,Too Few Ratings,₹ 150,150,North Indian,,
520975,Lajpat Rai  Sweet And Dairy Products,Batala,Batala,,--,Too Few Ratings,₹ 200,200,Chinese,,
489910,Aedypaul s Pizzeria,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Pizzas,Chinese",,
473346,B for burger,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"American,Fast Food",,
172829,Laziz Hotel & Restaurant,Batala,Batala,,2.8,20+ ratings,₹ 200,200,"North Indian,South Indian",,
475386,BHAGYA BAKERY,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Bakery,Italian",,
225466,Kaka Chicken Corner,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"North Indian,Punjabi",,
518241,THE ITALIAN BAKERS,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Italian,Fast Food",,
557392,Mr. Burger King,Batala,Batala,,--,Too Few Ratings,₹ 150,150,"American,Beverages",,
172831,Billa Friends Dhaba,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"North Indian,Mughlai",,
168377,Batale De Special Naan,Batala,Batala,,3.8,20+ ratings,₹ 150,150,"North Indian,Punjabi",,
476642,Mithu Grilled 8,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Fast Food,Beverages",,
503527,Mirchi Tadka,Batala,Batala,,--,Too Few Ratings,₹ 250,250,"Chinese,North Indian",,
521821,THE BREW MASTERS,Batala,Batala,,--,Too Few Ratings,₹ 400,400,"North Indian,Beverages",,
514616,mohinder dhaba,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"North Indian,Indian",,
513885,Pizza Italia,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Italian,Snacks",,
301703,Kitchen 24/7,Batala,Batala,,--,Too Few Ratings,₹ 250,250,North Indian,,
501067,BOMBAY FAST FOOD,Batala,Batala,,--,Too Few Ratings,₹ 100,100,Indian,,
487924,HYDERABADI ADDA,Batala,Batala,,--,Too Few Ratings,₹ 150,150,"Snacks,South Indian",,
474746,Krish Family Restaurant,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"North Indian,Seafood",,
168368,Radhe Radhe Tiffin Service,Batala,Batala,,--,Too Few Ratings,₹ 150,150,North Indian,,
474913,NEW AMRITSARI DHABA,Batala,Batala,,--,Too Few Ratings,₹ 150,150,North Indian,,
502729,Delhi Chicken Corner,Batala,Batala,,--,Too Few Ratings,₹ 350,350,"North Indian,Snacks",,
168372,Sant vaishno Dhaba,Batala,Batala,,--,Too Few Ratings,₹ 250,250,North Indian,,
190195,Chawla Chicken,Batala,Batala,,--,Too Few Ratings,₹ 300,300,"North Indian,Punjabi",,
473402,Guntur Adda,Batala,Batala,,4.3,20+ ratings,₹ 200,200,"South Indian,Snacks",,
478266,BFC hot restaurant,Batala,Batala,,--,Too Few Ratings,₹ 200,200,"Indian,North Indian",,
190192,Upperhauzz Cafe,Batala,Batala,,--,Too Few Ratings,₹ 250,250,"Chinese,Italian",,
254046,Vdesi Kitchen And Cafe,Bathinda,Bathinda,,4,500+ ratings,₹ 150,150,"North Indian,Chinese",,
109821,Lali Sweets,Bathinda,Bathinda,,4.2,1K+ ratings,₹ 100,100,"Bakery,Sweets",,
210986,China Town Fast Food,Bathinda,Bathinda,,3.7,100+ ratings,₹ 100,100,"Chinese,Fast Food",,
111349,Sungrown Cafe & Restaurant,Bathinda,Bathinda,,3.6,100+ ratings,₹ 200,200,"Chinese,Fast Food",,
158069,Evil's Den Cafe,Bathinda,Bathinda,,3.8,100+ ratings,₹ 150,150,Pizzas,,
482489,BALAJI SWEET HOUSE,Bathinda,Bathinda,,4.4,100+ ratings,₹ 79,79,"Snacks,Sweets",,
110615,Amrik Dhaba,Bathinda,Bathinda,,3.9,100+ ratings,₹ 100,100,North Indian,,
500033,Brother's Dhaba & Fast Food Point,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Indian",,
166999,The Street Food,Bathinda,Bathinda,,3.7,100+ ratings,₹ 150,150,"Pizzas,Snacks",,
249508,Mani Dhaba - Mehna Chowk,Bathinda,Bathinda,,3.9,100+ ratings,₹ 100,100,"North Indian,Desserts",,
493464,New Me&Nu Cafe,Bathinda,Bathinda,,2.5,20+ ratings,₹ 150,150,"Italian-American,Fast Food",,
110908,Roll Express,Bathinda,Bathinda,,4.2,100+ ratings,₹ 150,150,Chinese,,
246968,Bawarchi Dhaba,Bathinda,Bathinda,,3.8,100+ ratings,₹ 100,100,"North Indian,Thalis",,
295948,Yo! Pizza,Bathinda,Bathinda,,3.8,50+ ratings,₹ 150,150,"Pizzas,Chinese",,
110301,Harman Amritsari Kulcha,Bathinda,Bathinda,,3.7,100+ ratings,₹ 120,120,"North Indian,Punjabi",,
258912,Mani Dhaba (Ajit Road),Bathinda,Bathinda,,3.9,100+ ratings,₹ 100,100,"North Indian,Snacks",,
111339,Rajasthan Mishthan Bhandar,Bathinda,Bathinda,,3.2,50+ ratings,₹ 100,100,"Sweets,Bakery",,
457085,THE PIZZA ENGINEERS,Bathinda,Bathinda,,4,20+ ratings,₹ 100,100,"Pizzas,Italian",,
397917,Delhi Tandoori Tikka,Bathinda,Bathinda,,3.5,100+ ratings,₹ 150,150,"North Indian,Chinese",,
109826,Moti Mahal,Bathinda,Bathinda,,3.9,50+ ratings,₹ 300,300,North Indian,,
504622,PRABHU KIRPA FAST FOOD AND NAMKEEN,Bathinda,Bathinda,,--,Too Few Ratings,₹ 300,300,Snacks,,
407899,Vaango,Bathinda,Bathinda,,4,50+ ratings,₹ 250,250,Indian,,
239191,Punjabi Flavour (Amritsari Kulcha ),Bathinda,Bathinda,,3.6,100+ ratings,₹ 150,150,"Chaat,Chinese",,
110290,Station Kulcha Bar,Bathinda,Bathinda,,3.8,100+ ratings,₹ 100,100,Fast Food,,
455567,The headquarter bti,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Chinese",,
510205,pizza king,Bathinda,Bathinda,,3.5,50+ ratings,₹ 130,130,Pizzas,,
388327,Chinese xpress,Bathinda,Bathinda,,4,100+ ratings,₹ 150,150,"Chinese,North Indian",,
251932,Lahorian da Dhaba and Fast Food,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,"Chinese,North Indian",,
129265,Mourya Chole Kulche,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Punjabi",,
520246,DOMINICK PIZZA,Bathinda,Bathinda,,4.1,20+ ratings,₹ 200,200,Pizzas,,
462490,Guru Nanak Rasoi,Bathinda,Bathinda,,3.5,20+ ratings,₹ 100,100,"North Indian,Chinese",,
152416,Shree Shayam Vaishno Dhaba,Bathinda,Bathinda,,4.2,1K+ ratings,₹ 130,130,"North Indian,Snacks",,
111180,Harman Food Hub- By Harman Amritsari Kulcha,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,Beverages,,
115222,Ansari Fast Food,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,Chinese,,
512102,The Love Food Cafe,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Chinese,Fast Food",,
519738,Maurya Chinese,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Chinese,Fast Food",,
111562,National Bakery (Since 1948),Bathinda,Bathinda,,4,100+ ratings,₹ 150,150,Bakery,,
316209,Asli Agra Chat Bhandar,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,Chaat,,
566972,GOLD SPOON CHINISE AND SOUTH INDIAN RESTAURANT,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Chinese,South Indian",,
111345,Kapoor Chinese Corner,Bathinda,Bathinda,,4,20+ ratings,₹ 150,150,Chinese,,
168027,KFC,Bathinda,Bathinda,,3.9,100+ ratings,₹ 400,400,"American,Snacks",,
290613,Hello Foods,Bathinda,Bathinda,,4.2,20+ ratings,₹ 100,100,Fast Food,,
380134,Khatu Ji Vaishnu Dhaba,Bathinda,Bathinda,,4.1,500+ ratings,₹ 100,100,"North Indian,Indian",,
485422,CAKES 'N' CREAM,Bathinda,Bathinda,,--,Too Few Ratings,₹ 300,300,Bakery,,
129251,Jhakaas,Bathinda,Bathinda,,4,20+ ratings,₹ 200,200,Chinese,,
483782,CAKE CRUSH,Bathinda,Bathinda,,--,Too Few Ratings,₹ 300,300,Bakery,,
152368,Gupta Namkeen Bhandar,Bathinda,Bathinda,,3.9,20+ ratings,₹ 50,50,"North Indian,Snacks",,
455918,Burger13,Bathinda,Bathinda,,4.2,20+ ratings,₹ 100,100,"Pizzas,American",,
512856,Taj Chinese,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Chinese,Snacks",,
483778,EGG FREE CAKES,Bathinda,Bathinda,,--,Too Few Ratings,₹ 300,300,Bakery,,
483795,CAKE ADDA,Bathinda,Bathinda,,--,Too Few Ratings,₹ 300,300,"Bakery,Desserts",,
542562,La Pino'z Pizza,Bathinda,Bathinda,,4.3,100+ ratings,₹ 300,300,"Pizzas,Italian",,
481180,New Shama Dhaba,Bathinda,Bathinda,,3.7,50+ ratings,₹ 150,150,"North Indian,Mughlai",,
410978,The Western Cuisine,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Continental,Chinese",,
110295,Pizzano,Bathinda,Bathinda,,4,50+ ratings,₹ 150,150,Chinese,,
294674,The Kapoor Kabab's,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,Indian,,
294673,Kapoor Kabab Korner,Bathinda,Bathinda,,3.4,20+ ratings,₹ 150,150,North Indian,,
555032,SECRET SANDWICH,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,"Snacks,Beverages",,
420863,Cake corner,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,Bakery,,
109992,Rohit Vaishnu Dhaba,Bathinda,Bathinda,,3.8,100+ ratings,₹ 120,120,North Indian,,
129257,Emly,Bathinda,Bathinda,,4.2,50+ ratings,₹ 150,150,Italian,,
566975,Food Factory,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Chinese,Pastas",,
111343,Chai Villa,Bathinda,Bathinda,,3.7,20+ ratings,₹ 100,100,"Beverages,Snacks",,
110899,Nand Juice Centre,Bathinda,Bathinda,,3,50+ ratings,₹ 150,150,"Beverages,Snacks",,
340999,Happy Dhaba,Bathinda,Bathinda,,4.1,100+ ratings,₹ 150,150,North Indian,,
200538,Pizza Pizza Cafe,Bathinda,Bathinda,,4,500+ ratings,₹ 150,150,"Pizzas,Snacks",,
110906,Mohit Dhaba,Bathinda,Bathinda,,4.3,50+ ratings,₹ 130,130,North Indian,,
387802,Punjabi Paneer Tikka,Bathinda,Bathinda,,3.4,100+ ratings,₹ 150,150,"Chinese,North Indian",,
482751,Metro Corner Dhaba And Sweet Shop,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"North Indian,Indian",,
483311,I Food,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Pizzas,Chinese",,
193308,Wrapchik,Bathinda,Bathinda,,4.5,50+ ratings,₹ 150,150,"American,Chinese",,
563186,Peg N Tikka,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Indian",,
158078,Honey Dhaba (Amrik Singh Road),Bathinda,Bathinda,,3.8,20+ ratings,₹ 100,100,"North Indian,Chinese",,
258653,Deepak Dhaba,Bathinda,Bathinda,,3.8,100+ ratings,₹ 100,100,"Indian,Tandoor",,
111171,Nationals Bakery,Bathinda,Bathinda,,3.3,50+ ratings,₹ 200,200,Bakery,,
472516,The Black Hub,Bathinda,Bathinda,,3.9,20+ ratings,₹ 150,150,"Chinese,Snacks",,
138823,LC ...generates hunger,Bathinda,Bathinda,,3.8,20+ ratings,₹ 100,100,"Chinese,Fast Food",,
190490,Snakkers,Bathinda,Bathinda,,4.1,100+ ratings,₹ 200,200,"Beverages,Snacks",,
448520,Pizza Scientist,Bathinda,Bathinda,,3.6,20+ ratings,₹ 100,100,"Pizzas,Italian",,
440638,Jetha Nand Narain Dass Sweets And Namkeen,Bathinda,Bathinda,,4.3,20+ ratings,₹ 100,100,"Snacks,Sweets",,
119514,Pizza Hut,Bathinda,Bathinda,,3.8,100+ ratings,₹ 350,350,Pizzas,,
543974,Pizza Classic,Bathinda,Bathinda,,--,Too Few Ratings,₹ 130,130,"Pizzas,Italian",,
181020,The Burger Cafe,Bathinda,Bathinda,,3.9,20+ ratings,₹ 150,150,Snacks,,
109822,Grill Masters,Bathinda,Bathinda,,3.6,20+ ratings,₹ 300,300,Chinese,,
511277,Kabira Cafe & Restro,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,Italian-American,,
138821,Shami Vaishno Dhaba,Bathinda,Bathinda,,2.9,20+ ratings,₹ 100,100,"North Indian,Chinese",,
365609,Keventers - Milkshakes and Desserts,Bathinda,Bathinda,,3.9,50+ ratings,₹ 300,300,"Beverages,Ice Cream",,
197348,2 Bro's Pizza,Bathinda,Bathinda,,3.6,100+ ratings,₹ 200,200,"Chinese,Fast Food",,
382610,Paris Pizza And Burger,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Pizzas,Chinese",,
110307,Sharmas Punjabi Paneer Tikka,Bathinda,Bathinda,,3.9,50+ ratings,₹ 200,200,North Indian,,
115182,Tinkoni National Bakers,Bathinda,Bathinda,,3.4,50+ ratings,₹ 200,200,"Desserts,Snacks",,
496054,Scotyard Cafe,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,"Fast Food,Italian",,
111338,Pappu Vaishno Dhaba,Bathinda,Bathinda,,3.9,100+ ratings,₹ 200,200,North Indian,,
109993,Punjabi Zaika,Bathinda,Bathinda,,3.7,50+ ratings,₹ 100,100,North Indian,,
129258,KGF Fresh Ice Cream,Bathinda,Bathinda,,4.2,20+ ratings,₹ 100,100,Desserts,,
109940,Hot & Fresh Canadian Pizza,Bathinda,Bathinda,,4.3,50+ ratings,₹ 300,300,Chinese,,
488937,Tom And Jerry Pizza,Bathinda,Bathinda,,3.4,20+ ratings,₹ 100,100,"Pizzas,Snacks",,
555082,STU-C,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Snacks,Burgers",,
531128,NEETU'S KITCHEN,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,Thalis,,
135100,Amritsari Dhaba,Bathinda,Bathinda,,4.1,50+ ratings,₹ 100,100,Indian,,
563953,Krishna Foods,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Fast Food,Snacks",,
409461,Tandoori Junction,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Chinese,North Indian",,
504964,Burgrill - The Win Win Burger,Bathinda,Bathinda,,4.2,100+ ratings,₹ 250,250,"Burgers,Healthy Food",,
530979,Pizza Club,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,"Pizzas,Chinese",,
563919,A S SALES & SERVICES,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Beverages,Chinese",,
576341,Love Meat Cafe & Restro,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Chinese,Fast Food",,
421673,Amigo de Cafe,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Continental,Beverages",,
553274,Baba Veg & Non Veg Restaurant,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Chinese",,
567480,King of Chicken,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,Snacks,,
129250,Khalsa Desi Ghee Ke Paranthe,Bathinda,Bathinda,,4.2,20+ ratings,₹ 100,100,"North Indian,Punjabi",,
535103,Chinese crunchy,Bathinda,Bathinda,,--,Too Few Ratings,₹ 149,149,"Chinese,American",,
303092,Costa Coffee - Bhatinda,Bathinda,Bathinda,,--,Too Few Ratings,₹ 450,450,Beverages,,
471677,WOW!INDIAN,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Chinese",,
532332,Secret Spicy Pizza,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Pizzas,Fast Food",,
110267,Roti Wala,Bathinda,Bathinda,,3.8,500+ ratings,₹ 300,300,North Indian,,
392603,Fridays Restaurant And Lounge,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Indian",,
492634,Sagar Ratna,Bathinda,Bathinda,,4,20+ ratings,₹ 500,500,"South Indian,Chinese",,
554869,Food city cafe,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Italian,Salads",,
303704,Healthy Bites,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Indian,Italian-American",,
453365,Sardarji malai chaap wale,Bathinda,Bathinda,,3.7,20+ ratings,₹ 150,150,"North Indian,Tandoor",,
104380,Domino's Pizza,Bathinda,Bathinda,,4.2,50+ ratings,₹ 400,400,Pizzas,,
110282,Naples (Authentic Woodfire Pizza),Bathinda,Bathinda,,3.6,50+ ratings,₹ 150,150,Pizzas,,
448339,THE ROYAL PIZZA,Bathinda,Bathinda,,3.2,50+ ratings,₹ 100,100,"Pizzas,Chinese",,
109945,Beans n Brewers,Bathinda,Bathinda,,3.8,20+ ratings,₹ 300,300,"Fast Food,Pizzas",,
286786,Pizza Bites,Bathinda,Bathinda,,3.6,50+ ratings,₹ 150,150,Pizzas,,
296029,UBQ BY Barbeque Nation,Bathinda,Bathinda,,4,100+ ratings,₹ 300,300,"North Indian,Barbecue",,
500889,7th Heaven,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,Bakery,,
429374,prantha king,Bathinda,Bathinda,,3.5,20+ ratings,₹ 100,100,"North Indian,Punjabi",,
111330,Munchy's (O5),Bathinda,Bathinda,,4,100+ ratings,₹ 100,100,"Snacks,Salads",,
500418,Crown Bakers,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Bakery,Pizzas",,
442242,Pizza Heart,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,"Pizzas,Fast Food",,
440813,Food Island,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,"Chinese,Pizzas",,
514344,Amazing glazing bakers,Bathinda,Bathinda,,--,Too Few Ratings,₹ 425,425,Bakery,,
302703,Barbeque Nation,Bathinda,Bathinda,,3.9,100+ ratings,₹ 600,600,"North Indian,Barbecue",,
477803,Sartaj Dhaba,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"North Indian,Fast Food",,
465250,Amritsar Haveli,Bathinda,Bathinda,,4,100+ ratings,₹ 150,150,"North Indian,Chinese",,
165210,Kannu Dhaba,Bathinda,Bathinda,,4,100+ ratings,₹ 150,150,"North Indian,Indian",,
468767,Doodles Pizza,Bathinda,Bathinda,,3.5,100+ ratings,₹ 100,100,"Pizzas,Italian",,
454523,MARWAH's SUGAR N SPICE,Bathinda,Bathinda,,--,Too Few Ratings,₹ 120,120,"North Indian,Chinese",,
570273,HUNGRY POINT,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"Pizzas,Fast Food",,
251588,Food Battalion Bathinda,Bathinda,Bathinda,,--,Too Few Ratings,₹ 120,120,"Chinese,Indian",,
339157,Romano's,Bathinda,Bathinda,,--,Too Few Ratings,₹ 199,199,"North Indian,Chinese",,
111347,Giani Ice Cream,Bathinda,Bathinda,,3.4,20+ ratings,₹ 200,200,Desserts,,
489039,Le Cake Studio,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,Bakery,,
448333,Wow Foodie,Bathinda,Bathinda,,4,50+ ratings,₹ 100,100,"Chinese,Fast Food",,
191715,Kamra's,Bathinda,Bathinda,,3.6,20+ ratings,₹ 100,100,"North Indian,Punjabi",,
111557,Shanty Food (Amritsari Kulcha ),Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,Indian,,
111553,Standard Rasoi,Bathinda,Bathinda,,--,Too Few Ratings,₹ 100,100,"North Indian,Chinese",,
110271,Ministry of Beer,Bathinda,Bathinda,,4,20+ ratings,₹ 400,400,"North Indian,Continental",,
388678,Farm Factory,Bathinda,Bathinda,,--,Too Few Ratings,₹ 200,200,"Snacks,Street Food",,
110624,Bathinda Rasoi,Bathinda,Bathinda,,3.5,20+ ratings,₹ 100,100,"North Indian,Chinese",,
442675,Foodies Nation,Bathinda,Bathinda,,--,Too Few Ratings,₹ 150,150,Chinese,,
